event_name,event_date,fight_url,fighter_1,fighter_2,winner,f1_kd,f2_kd,f1_str,f2_str,f1_td,f2_td,f1_sub,f2_sub,weight_class,method,round,time
UFC Fight Night: Kara-France vs. Albazi,"June 03, 2023",http://www.ufcstats.com/fight-details/5459c3bb88d031f9,Andrei Arlovski,Don'Tale Mayes,Don'Tale Mayes,0,1,24,25,0,0,0,0,Heavyweight,"KO/TKO

      

        Punch",2,3:17
UFC Fight Night: Kara-France vs. Albazi,"June 03, 2023",http://www.ufcstats.com/fight-details/c98f62eb74e69bcb,John Castaneda,Muin Gafurov,John Castaneda,1,0,40,61,3,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Kara-France vs. Albazi,"June 03, 2023",http://www.ufcstats.com/fight-details/ad7bd4b3ee923498,Jamie Mullarkey,Muhammad Naimov,Muhammad Naimov,0,1,39,28,3,0,0,0,Lightweight,"KO/TKO

      

        Punch",2,2:59
UFC Fight Night: Kara-France vs. Albazi,"June 03, 2023",http://www.ufcstats.com/fight-details/dfc62aa72446e4a8,Elise Reed,Jinh Yu Frey,Elise Reed,0,0,53,28,0,3,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Kara-France vs. Albazi,"June 03, 2023",http://www.ufcstats.com/fight-details/72bb7605e340a8fe,Da'Mon Blackshear,Luan Lacerda,Da'Mon Blackshear,0,0,66,28,1,1,0,1,Bantamweight,"KO/TKO

      

        Punches",2,3:54
UFC Fight Night: Kara-France vs. Albazi,"June 03, 2023",http://www.ufcstats.com/fight-details/99808befeece3a8a,Philipe Lins,Maxim Grishin,Philipe Lins,0,0,45,41,1,0,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",http://www.ufcstats.com/fight-details/73370221b3fa3676,Holly Holm,Mayra Bueno Silva,Draw/NC,0,0,27,20,0,0,0,1,Women's Bantamweight,"Overturned

      

        Guillotine Choke",2,0:38
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",http://www.ufcstats.com/fight-details/3352c65f3f6d9b2a,Jack Della Maddalena,Bassil Hafez,Jack Della Maddalena,0,0,83,32,1,3,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",http://www.ufcstats.com/fight-details/b52dccbe69864d2a,Ottman Azaitar,Francisco Prado,Francisco Prado,0,1,14,38,0,0,0,0,Lightweight,"KO/TKO

      

        Punches",1,4:05
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",http://www.ufcstats.com/fight-details/6adfe44b110c1510,Albert Duraev,JunYong Park,JunYong Park,0,1,31,50,1,0,0,3,Middleweight,"SUB

      

        Rear Naked Choke",2,4:45
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",http://www.ufcstats.com/fight-details/81b7a6aa147bd912,Norma Dumont,Chelsea Chandler,Norma Dumont,0,0,47,22,3,1,0,0,Women's Featherweight,U-DEC,3,5:00
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",http://www.ufcstats.com/fight-details/e4620f3fa451a3a4,Nazim Sadykhov,Terrance McKinney,Nazim Sadykhov,0,0,8,6,0,2,1,0,Lightweight,"SUB

      

        Rear Naked Choke",2,1:07
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",http://www.ufcstats.com/fight-details/8362b372adb2f302,Tucker Lutz,Melsik Baghdasaryan,Melsik Baghdasaryan,0,0,36,64,3,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",http://www.ufcstats.com/fight-details/eb30c9c975e15436,Viktoriia Dudakova,Istela Nunes,Viktoriia Dudakova,0,0,3,2,1,0,0,0,Women's Strawweight,KO/TKO,1,0:34
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",http://www.ufcstats.com/fight-details/b4cc389bb4af3707,Austin Lingo,Melquizael Costa,Melquizael Costa,0,0,39,100,0,3,0,1,Featherweight,U-DEC,3,5:00
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",http://www.ufcstats.com/fight-details/3624f4ae9c1d703e,Evan Elder,Genaro Valdez,Evan Elder,1,1,96,64,1,0,1,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",http://www.ufcstats.com/fight-details/dae80502466c8726,Tyson Nam,Azat Maksum,Azat Maksum,0,0,81,46,0,2,0,0,Flyweight,S-DEC,3,5:00
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",http://www.ufcstats.com/fight-details/57785c9be5b4526d,Alexander Munoz,Carl Deaton,Alexander Munoz,1,0,44,37,3,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",http://www.ufcstats.com/fight-details/cae7de0873e03947,Ashlee Evans-Smith,Ailin Perez,Ailin Perez,0,0,12,60,0,10,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Vettori vs. Cannonier,"June 17, 2023",http://www.ufcstats.com/fight-details/175d9e1ac0725145,Marvin Vettori,Jared Cannonier,Jared Cannonier,0,0,153,241,1,4,0,0,Middleweight,U-DEC,5,5:00
UFC Fight Night: Vettori vs. Cannonier,"June 17, 2023",http://www.ufcstats.com/fight-details/6c2199524d762b11,Arman Tsarukyan,Joaquim Silva,Arman Tsarukyan,0,0,80,23,4,0,0,0,Lightweight,"KO/TKO

      

        Punches",3,3:25
UFC Fight Night: Vettori vs. Cannonier,"June 17, 2023",http://www.ufcstats.com/fight-details/5d9b84493f1ed114,Armen Petrosyan,Christian Leroy Duncan,Armen Petrosyan,0,0,89,59,1,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Vettori vs. Cannonier,"June 17, 2023",http://www.ufcstats.com/fight-details/76fd6919d828d5c2,Pat Sabatini,Lucas Almeida,Pat Sabatini,0,0,27,2,2,0,1,0,Featherweight,"SUB

      

        Arm Triangle",2,1:48
UFC Fight Night: Vettori vs. Cannonier,"June 17, 2023",http://www.ufcstats.com/fight-details/98458778348ea5d7,Manuel Torres,Nikolas Motta,Manuel Torres,1,0,13,7,0,0,0,0,Lightweight,"KO/TKO

      

        Elbow",1,1:50
UFC Fight Night: Vettori vs. Cannonier,"June 17, 2023",http://www.ufcstats.com/fight-details/870672b1b443311e,Nicolas Dalby,Muslim Salikhov,Nicolas Dalby,0,0,86,57,2,2,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Vettori vs. Cannonier,"June 17, 2023",http://www.ufcstats.com/fight-details/bc1be168c064f028,Jimmy Flick,Alessandro Costa,Alessandro Costa,0,1,14,65,0,0,0,0,Flyweight,"KO/TKO

      

        Elbows",2,1:03
UFC Fight Night: Vettori vs. Cannonier,"June 17, 2023",http://www.ufcstats.com/fight-details/7ba54a10f28c9496,Kyung Ho Kang,Cristian Quinonez,Kyung Ho Kang,1,0,22,13,1,0,1,0,Bantamweight,"SUB

      

        Rear Naked Choke",1,2:25
UFC Fight Night: Vettori vs. Cannonier,"June 17, 2023",http://www.ufcstats.com/fight-details/8ea12c7360fa0f6b,Carlos Hernandez,Denys Bondar,Carlos Hernandez,0,0,102,76,2,2,0,0,Flyweight,U-DEC,3,4:59
UFC Fight Night: Vettori vs. Cannonier,"June 17, 2023",http://www.ufcstats.com/fight-details/9cfb84817a43b63c,Tereza Bleda,Gabriella Fernandes,Tereza Bleda,0,0,57,23,3,0,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Vettori vs. Cannonier,"June 17, 2023",http://www.ufcstats.com/fight-details/9a2d3ebab827d333,Dan Argueta,Ronnie Lawrence,Draw/NC,0,0,4,1,1,0,2,0,Bantamweight,Overturned,1,2:20
UFC Fight Night: Vettori vs. Cannonier,"June 17, 2023",http://www.ufcstats.com/fight-details/8794031c523bf534,Zac Pauga,Modestas Bukauskas,Modestas Bukauskas,0,0,67,56,1,0,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",http://www.ufcstats.com/fight-details/90e46589a18064bc,Tom Aspinall,Marcin Tybura,Tom Aspinall,1,0,13,4,0,0,0,0,Heavyweight,"KO/TKO

      

        Punch",1,1:13
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",http://www.ufcstats.com/fight-details/743a04674ab72ee0,Molly McCann,Julija Stoliarenko,Julija Stoliarenko,0,0,6,9,0,1,0,1,Women's Flyweight,"SUB

      

        Armbar",1,1:55
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",http://www.ufcstats.com/fight-details/9541cf21e031354c,Nathaniel Wood,Andre Fili,Nathaniel Wood,1,1,84,58,1,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",http://www.ufcstats.com/fight-details/8104fe27bdc46914,Paul Craig,Andre Muniz,Paul Craig,0,0,40,24,2,2,1,0,Middleweight,"KO/TKO

      

        Elbows",2,4:40
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",http://www.ufcstats.com/fight-details/c4caa8a4f32a0eed,Jai Herbert,Fares Ziam,Fares Ziam,0,0,49,61,0,1,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",http://www.ufcstats.com/fight-details/3c4305abc2e302d0,Lerone Murphy,Josh Culibao,Lerone Murphy,1,0,59,23,3,0,2,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",http://www.ufcstats.com/fight-details/b4e2037f180c1e0e,Davey Grant,Daniel Marcos,Daniel Marcos,0,0,70,48,0,1,0,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",http://www.ufcstats.com/fight-details/d54ebd2a3435a357,Danny Roberts,Jonny Parsons,Jonny Parsons,0,2,44,63,0,0,0,0,Welterweight,"KO/TKO

      

        Punches",2,4:57
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",http://www.ufcstats.com/fight-details/319b96f615a0a154,Marc Diakiese,Joel Alvarez,Joel Alvarez,0,0,20,42,2,0,0,1,Lightweight,"SUB

      

        D'Arce Choke",2,4:26
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",http://www.ufcstats.com/fight-details/89b96bc5f3e824c5,Mick Parkin,Jamal Pogues,Mick Parkin,0,0,95,36,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",http://www.ufcstats.com/fight-details/8b341eb556c97c23,Makhmud Muradov,Bryan Barberena,Makhmud Muradov,2,0,54,28,13,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",http://www.ufcstats.com/fight-details/a0bc695b35f155f1,Ketlen Vieira,Pannie Kianzad,Ketlen Vieira,0,0,15,22,3,0,3,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",http://www.ufcstats.com/fight-details/a8a4c9f98ff73839,Chris Duncan,Yanal Ashmouz,Chris Duncan,0,0,85,35,2,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",http://www.ufcstats.com/fight-details/c81d1facf185467d,Shauna Bannon,Bruna Brasil,Bruna Brasil,0,0,54,56,0,2,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",http://www.ufcstats.com/fight-details/d918da575ee1bc35,Jafel Filho,Daniel Barez,Jafel Filho,0,1,21,18,1,0,1,0,Flyweight,"SUB

      

        Arm Triangle",1,3:26
UFC Fight Night: Song vs. Simon,"April 29, 2023",http://www.ufcstats.com/fight-details/2b1ac5d8f98639bf,Song Yadong,Ricky Simon,Song Yadong,2,0,105,60,0,2,0,0,Bantamweight,"KO/TKO

      

        Punch",5,1:10
UFC Fight Night: Song vs. Simon,"April 29, 2023",http://www.ufcstats.com/fight-details/ecec1b0dd64ca2ae,Caio Borralho,Michal Oleksiejczuk,Caio Borralho,0,0,34,30,3,0,1,0,Middleweight,"SUB

      

        Rear Naked Choke",2,2:49
UFC Fight Night: Song vs. Simon,"April 29, 2023",http://www.ufcstats.com/fight-details/37ae5c09d6f03f33,Rodolfo Vieira,Cody Brundage,Rodolfo Vieira,0,1,10,20,1,0,2,1,Middleweight,"SUB

      

        Arm Triangle",2,1:28
UFC Fight Night: Song vs. Simon,"April 29, 2023",http://www.ufcstats.com/fight-details/e0e2c1fc1a178d89,Julian Erosa,Fernando Padilla,Fernando Padilla,0,1,15,20,0,0,0,0,Featherweight,"KO/TKO

      

        Punches",1,1:41
UFC Fight Night: Song vs. Simon,"April 29, 2023",http://www.ufcstats.com/fight-details/8dbfbd8f8bd0f00b,Marcos Rogerio de Lima,Waldo Cortes Acosta,Marcos Rogerio de Lima,0,0,59,82,3,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Song vs. Simon,"April 29, 2023",http://www.ufcstats.com/fight-details/c02d44564cb006a9,Josh Quinlan,Trey Waters,Trey Waters,0,0,50,104,1,1,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Song vs. Simon,"April 29, 2023",http://www.ufcstats.com/fight-details/5d11b618f24082dd,Martin Buday,Jake Collier,Martin Buday,0,0,98,94,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Song vs. Simon,"April 29, 2023",http://www.ufcstats.com/fight-details/ca63933f8c898fa2,Cody Durden,Charles Johnson,Cody Durden,0,0,56,52,11,0,0,1,Flyweight,U-DEC,3,5:00
UFC Fight Night: Song vs. Simon,"April 29, 2023",http://www.ufcstats.com/fight-details/f9345fa82bf43847,Stephanie Egger,Irina Alekseeva,Irina Alekseeva,0,0,9,18,0,0,0,1,Women's Bantamweight,"SUB

      

        Kneebar",1,2:11
UFC Fight Night: Song vs. Simon,"April 29, 2023",http://www.ufcstats.com/fight-details/88a63555728c2025,Journey Newson,Marcus McGhee,Marcus McGhee,0,1,13,25,0,0,0,1,Catch Weight,"SUB

      

        Rear Naked Choke",2,2:03
UFC Fight Night: Song vs. Simon,"April 29, 2023",http://www.ufcstats.com/fight-details/e434035be5453be0,Hailey Cowan,Jamey-Lyn Horth,Jamey-Lyn Horth,0,0,63,76,2,0,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC 288: Sterling vs. Cejudo,"May 06, 2023",http://www.ufcstats.com/fight-details/e3aad51099a23ba4,Aljamain Sterling,Henry Cejudo,Aljamain Sterling,0,0,135,99,4,3,0,0,Bantamweight,S-DEC,5,5:00
UFC 288: Sterling vs. Cejudo,"May 06, 2023",http://www.ufcstats.com/fight-details/ed707998b13d0101,Belal Muhammad,Gilbert Burns,Belal Muhammad,0,0,132,81,0,0,0,0,Welterweight,U-DEC,5,5:00
UFC 288: Sterling vs. Cejudo,"May 06, 2023",http://www.ufcstats.com/fight-details/11a5a852313d1f5b,Jessica Andrade,Yan Xiaonan,Yan Xiaonan,0,1,12,26,0,0,0,0,Women's Strawweight,"KO/TKO

      

        Punch",1,2:20
UFC 288: Sterling vs. Cejudo,"May 06, 2023",http://www.ufcstats.com/fight-details/069ab7e7b8b5d262,Movsar Evloev,Diego Lopes,Movsar Evloev,0,0,88,37,4,0,0,4,Featherweight,U-DEC,3,5:00
UFC 288: Sterling vs. Cejudo,"May 06, 2023",http://www.ufcstats.com/fight-details/0c6e3c1f03cd4061,Kron Gracie,Charles Jourdain,Charles Jourdain,0,0,32,80,0,0,0,0,Featherweight,U-DEC,3,5:00
UFC 288: Sterling vs. Cejudo,"May 06, 2023",http://www.ufcstats.com/fight-details/3f8b4aeb3baf4724,Drew Dober,Matt Frevola,Matt Frevola,0,1,20,35,0,0,0,0,Lightweight,"KO/TKO

      

        Punch",1,4:08
UFC 288: Sterling vs. Cejudo,"May 06, 2023",http://www.ufcstats.com/fight-details/c3ca708aaf4262a7,Kennedy Nzechukwu,Devin Clark,Kennedy Nzechukwu,0,0,62,36,0,1,1,0,Light Heavyweight,"SUB

      

        Guillotine Choke",2,2:28
UFC 288: Sterling vs. Cejudo,"May 06, 2023",http://www.ufcstats.com/fight-details/4c9bbd9758be1168,Khaos Williams,Rolando Bedoya,Khaos Williams,0,0,130,149,0,0,0,0,Welterweight,S-DEC,3,5:00
UFC 288: Sterling vs. Cejudo,"May 06, 2023",http://www.ufcstats.com/fight-details/5f44d6d9e6bbecff,Marina Rodriguez,Virna Jandiroba,Virna Jandiroba,0,0,33,27,0,3,0,0,Women's Strawweight,U-DEC,3,5:00
UFC 288: Sterling vs. Cejudo,"May 06, 2023",http://www.ufcstats.com/fight-details/2372578d3f554c65,Braxton Smith,Parker Porter,Parker Porter,0,0,14,25,0,0,0,0,Heavyweight,"KO/TKO

      

        Punches",1,2:10
UFC 288: Sterling vs. Cejudo,"May 06, 2023",http://www.ufcstats.com/fight-details/d22de60b7a3d908c,Phil Hawes,Ikram Aliskerov,Ikram Aliskerov,0,1,17,20,0,0,0,0,Middleweight,"KO/TKO

      

        Punches",1,2:10
UFC 288: Sterling vs. Cejudo,"May 06, 2023",http://www.ufcstats.com/fight-details/93fb6c7e590487f9,Joseph Holmes,Claudio Ribeiro,Claudio Ribeiro,0,1,17,37,1,1,0,0,Middleweight,"KO/TKO

      

        Punches",2,3:21
UFC Fight Night: Vera vs. Sandhagen,"March 25, 2023",http://www.ufcstats.com/fight-details/33fa6793a7f984ac,Marlon Vera,Cory Sandhagen,Cory Sandhagen,0,0,58,128,0,3,1,0,Bantamweight,S-DEC,5,5:00
UFC Fight Night: Vera vs. Sandhagen,"March 25, 2023",http://www.ufcstats.com/fight-details/1c2d0db1c9eed052,Holly Holm,Yana Santos,Holly Holm,0,0,32,21,4,0,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Vera vs. Sandhagen,"March 25, 2023",http://www.ufcstats.com/fight-details/bce8ece2ff26b4d4,Nate Landwehr,Austin Lingo,Nate Landwehr,0,0,64,48,1,0,1,0,Featherweight,"SUB

      

        Rear Naked Choke",2,4:11
UFC Fight Night: Vera vs. Sandhagen,"March 25, 2023",http://www.ufcstats.com/fight-details/9433730f95d52fc8,Andrea Lee,Maycee Barber,Maycee Barber,0,0,39,48,5,2,0,0,Women's Flyweight,S-DEC,3,5:00
UFC Fight Night: Vera vs. Sandhagen,"March 25, 2023",http://www.ufcstats.com/fight-details/2f382615155e32b9,Chidi Njokuani,Albert Duraev,Albert Duraev,0,0,40,45,0,2,0,0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Vera vs. Sandhagen,"March 25, 2023",http://www.ufcstats.com/fight-details/c6cc6ae23cbf8a27,Daniel Pineda,Tucker Lutz,Daniel Pineda,1,0,24,28,1,0,2,0,Featherweight,"SUB

      

        Guillotine Choke",2,2:50
UFC Fight Night: Vera vs. Sandhagen,"March 25, 2023",http://www.ufcstats.com/fight-details/b9e037a45f8850fb,Steven Peterson,Lucas Alexander,Lucas Alexander,0,1,26,85,0,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Vera vs. Sandhagen,"March 25, 2023",http://www.ufcstats.com/fight-details/07e39fd5f4f23270,Trevin Giles,Preston Parsons,Trevin Giles,0,0,55,42,0,3,0,3,Welterweight,S-DEC,3,5:00
UFC Fight Night: Vera vs. Sandhagen,"March 25, 2023",http://www.ufcstats.com/fight-details/16bd47ba50891833,CJ Vergara,Daniel Lacerda,CJ Vergara,0,2,83,48,0,1,1,2,Flyweight,"KO/TKO

      

        Elbows",2,4:04
UFC Fight Night: Vera vs. Sandhagen,"March 25, 2023",http://www.ufcstats.com/fight-details/6f6fec9c78244174,Victor Altamirano,Vinicius Salvador,Victor Altamirano,0,0,62,47,3,1,0,0,Flyweight,U-DEC,3,5:00
UFC 287: Pereira vs. Adesanya 2,"April 08, 2023",http://www.ufcstats.com/fight-details/fe143cb868adfded,Alex Pereira,Israel Adesanya,Israel Adesanya,0,1,49,41,0,0,0,0,Middleweight,"KO/TKO

      

        Punch",2,4:21
UFC 287: Pereira vs. Adesanya 2,"April 08, 2023",http://www.ufcstats.com/fight-details/71ea7d7985dad804,Gilbert Burns,Jorge Masvidal,Gilbert Burns,0,0,42,39,4,0,0,0,Welterweight,U-DEC,3,5:00
UFC 287: Pereira vs. Adesanya 2,"April 08, 2023",http://www.ufcstats.com/fight-details/678d27af287476f8,Rob Font,Adrian Yanez,Rob Font,1,0,33,25,0,0,0,0,Bantamweight,"KO/TKO

      

        Punch",1,2:57
UFC 287: Pereira vs. Adesanya 2,"April 08, 2023",http://www.ufcstats.com/fight-details/3165b03ddc6d3b6e,Kevin Holland,Santiago Ponzinibbio,Kevin Holland,1,0,66,44,0,0,0,0,Welterweight,"KO/TKO

      

        Punch",3,3:16
UFC 287: Pereira vs. Adesanya 2,"April 08, 2023",http://www.ufcstats.com/fight-details/2cb34fc074f7a9ae,Raul Rosas Jr.,Christian Rodriguez,Christian Rodriguez,0,0,2,29,3,1,1,0,Bantamweight,U-DEC,3,5:00
UFC 287: Pereira vs. Adesanya 2,"April 08, 2023",http://www.ufcstats.com/fight-details/bbc76ff9e1b1b142,Chris Curtis,Kelvin Gastelum,Kelvin Gastelum,0,0,70,83,0,0,0,0,Middleweight,U-DEC,3,5:00
UFC 287: Pereira vs. Adesanya 2,"April 08, 2023",http://www.ufcstats.com/fight-details/95349402616097cd,Michelle Waterson-Gomez,Luana Pinheiro,Luana Pinheiro,0,0,61,44,1,0,0,0,Women's Strawweight,S-DEC,3,5:00
UFC 287: Pereira vs. Adesanya 2,"April 08, 2023",http://www.ufcstats.com/fight-details/28e3d939eb043664,Gerald Meerschaert,Joe Pyfer,Joe Pyfer,0,0,10,14,0,0,0,0,Middleweight,"KO/TKO

      

        Punches",1,3:15
UFC 287: Pereira vs. Adesanya 2,"April 08, 2023",http://www.ufcstats.com/fight-details/780147f2ed2637d1,Cynthia Calvillo,Loopy Godinez,Loopy Godinez,0,0,104,87,1,0,0,0,Women's Strawweight,S-DEC,3,5:00
UFC 287: Pereira vs. Adesanya 2,"April 08, 2023",http://www.ufcstats.com/fight-details/d7022b6058dbb26b,Ignacio Bahamondes,Trey Ogden,Ignacio Bahamondes,0,0,99,42,0,0,0,0,Catch Weight,U-DEC,3,5:00
UFC 287: Pereira vs. Adesanya 2,"April 08, 2023",http://www.ufcstats.com/fight-details/0810cdbeb9dd4d02,Shayilan Nuerdanbieke,Steve Garcia,Steve Garcia,1,1,18,17,1,0,0,0,Featherweight,"KO/TKO

      

        Punch",2,0:36
UFC 287: Pereira vs. Adesanya 2,"April 08, 2023",http://www.ufcstats.com/fight-details/355a2f4090c0ca31,Jaqueline Amorim,Sam Hughes,Sam Hughes,0,0,12,46,2,1,3,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Pavlovich vs. Blaydes,"April 22, 2023",http://www.ufcstats.com/fight-details/856468ba24a37fcc,Sergei Pavlovich,Curtis Blaydes,Sergei Pavlovich,1,0,36,14,0,0,0,0,Heavyweight,"KO/TKO

      

        Punches",1,3:08
UFC Fight Night: Pavlovich vs. Blaydes,"April 22, 2023",http://www.ufcstats.com/fight-details/d00d5ef4ae0ac01b,Brad Tavares,Bruno Silva,Bruno Silva,0,1,15,23,0,0,0,0,Middleweight,"KO/TKO

      

        Punch",1,3:35
UFC Fight Night: Pavlovich vs. Blaydes,"April 22, 2023",http://www.ufcstats.com/fight-details/640d52630f4f8a61,King Green,Jared Gordon,Draw/NC,0,0,23,17,0,0,0,0,Lightweight,CNC,1,4:35
UFC Fight Night: Pavlovich vs. Blaydes,"April 22, 2023",http://www.ufcstats.com/fight-details/20c0f50c11509301,Iasmin Lucindo,Brogan Walker,Iasmin Lucindo,0,0,53,29,4,0,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Pavlovich vs. Blaydes,"April 22, 2023",http://www.ufcstats.com/fight-details/06d9fb9c995f1e4f,Jeremiah Wells,Matthew Semelsberger,Jeremiah Wells,0,2,36,20,6,0,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Pavlovich vs. Blaydes,"April 22, 2023",http://www.ufcstats.com/fight-details/16628e25a043043a,Ricky Glenn,Christos Giagos,Christos Giagos,0,1,2,9,0,0,0,0,Lightweight,"KO/TKO

      

        Punch",1,1:35
UFC Fight Night: Pavlovich vs. Blaydes,"April 22, 2023",http://www.ufcstats.com/fight-details/034cbbec91f67852,Rani Yahya,Montel Jackson,Montel Jackson,0,1,7,9,0,0,0,0,Bantamweight,"KO/TKO

      

        Punch",1,3:42
UFC Fight Night: Pavlovich vs. Blaydes,"April 22, 2023",http://www.ufcstats.com/fight-details/01aa5949ac6851f3,Karol Rosa,Norma Dumont,Norma Dumont,1,0,33,35,0,1,0,0,Women's Featherweight,U-DEC,3,5:00
UFC Fight Night: Pavlovich vs. Blaydes,"April 22, 2023",http://www.ufcstats.com/fight-details/8beab5f941dae8e0,Mohammed Usman,Junior Tafa,Mohammed Usman,0,0,7,22,2,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Pavlovich vs. Blaydes,"April 22, 2023",http://www.ufcstats.com/fight-details/a941c4e25ddddfff,Francis Marshall,William Gomis,William Gomis,0,0,15,27,2,0,2,0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Pavlovich vs. Blaydes,"April 22, 2023",http://www.ufcstats.com/fight-details/277233ca9ea25674,Brady Hiestand,Batgerel Danaa,Brady Hiestand,0,1,45,41,3,1,0,0,Bantamweight,"KO/TKO

      

        Punches",3,4:21
UFC Fight Night: Dern vs. Hill,"May 20, 2023",http://www.ufcstats.com/fight-details/cb9654746447b934,Mackenzie Dern,Angela Hill,Mackenzie Dern,1,0,126,66,3,0,0,0,Women's Strawweight,U-DEC,5,5:00
UFC Fight Night: Dern vs. Hill,"May 20, 2023",http://www.ufcstats.com/fight-details/3638ee66c7d34fe0,Edmen Shahbazyan,Anthony Hernandez,Anthony Hernandez,0,0,30,63,1,6,1,4,Middleweight,"KO/TKO

      

        Elbows",3,1:01
UFC Fight Night: Dern vs. Hill,"May 20, 2023",http://www.ufcstats.com/fight-details/924f982f0d9d2142,Emily Ducote,Loopy Godinez,Loopy Godinez,0,0,112,132,0,1,0,0,Catch Weight,U-DEC,3,5:00
UFC Fight Night: Dern vs. Hill,"May 20, 2023",http://www.ufcstats.com/fight-details/73700c8c5107f719,Andre Fialho,Joaquin Buckley,Joaquin Buckley,0,1,22,26,0,2,0,0,Welterweight,"KO/TKO

      

        Kick",2,4:15
UFC Fight Night: Dern vs. Hill,"May 20, 2023",http://www.ufcstats.com/fight-details/12683e06369d1a83,Diego Ferreira,Michael Johnson,Diego Ferreira,1,0,30,32,0,0,0,0,Lightweight,"KO/TKO

      

        Punch",2,1:50
UFC Fight Night: Dern vs. Hill,"May 20, 2023",http://www.ufcstats.com/fight-details/49bd9a2f1fbebd1f,Maheshate,Viacheslav Borshchev,Viacheslav Borshchev,0,3,32,85,0,0,0,0,Lightweight,"KO/TKO

      

        Punch",2,2:37
UFC Fight Night: Dern vs. Hill,"May 20, 2023",http://www.ufcstats.com/fight-details/33007109c9ca1ede,Karolina Kowalkiewicz,Vanessa Demopoulos,Karolina Kowalkiewicz,0,0,139,68,0,0,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Dern vs. Hill,"May 20, 2023",http://www.ufcstats.com/fight-details/7d583e4002622848,Orion Cosce,Gilbert Urbina,Gilbert Urbina,0,1,16,51,0,2,0,1,Welterweight,"KO/TKO

      

        Kick",2,2:55
