event_name,event_date,fight_url,fighter_1_winner,fighter_2_loser,winner_kd,loser_kd,winner_str,loser_str,winner_td,loser_td,winner_sub,loser_sub,weight_class,method,round,time
UFC Fight Night: Holm vs. Vieira,"May 21, 2022",http://www.ufcstats.com/fight-details/cbdfb3c648d7bada,Joseph Holmes,Alen Amedovski,1,0,16,1,1,0,1,0,Middleweight,"SUB

      

        Rear Naked Choke",1,1:04
UFC Fight Night: Holm vs. Vieira,"May 21, 2022",http://www.ufcstats.com/fight-details/1b4d0c9e3c59b33b,Jailton Almeida,Parker Porter,0,0,18,0,1,0,1,0,Heavyweight,"SUB

      

        Rear Naked Choke",1,4:35
UFC Fight Night: Holm vs. Vieira,"May 21, 2022",http://www.ufcstats.com/fight-details/534c07488396e124,Uros Medic,Omar Morales,2,0,47,33,0,0,0,0,Lightweight,"KO/TKO

      

        Punch",2,3:05
UFC Fight Night: Holm vs. Vieira,"May 21, 2022",http://www.ufcstats.com/fight-details/3542f9f30926f364,Jonathan Martinez,Vince Morales,0,0,88,51,2,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Holm vs. Vieira,"May 21, 2022",http://www.ufcstats.com/fight-details/5136dc566f46daf6,Chase Hooper,Felipe Colares,0,0,60,21,4,2,3,0,Featherweight,"KO/TKO

      

        Punches",3,3:00
UFC Fight Night: Holm vs. Vieira,"May 21, 2022",http://www.ufcstats.com/fight-details/bc7228d30ff5be46,Sam Hughes,Elise Reed,0,0,43,17,4,0,0,0,Women's Strawweight,"KO/TKO

      

        Elbows",3,3:52
UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022",http://www.ufcstats.com/fight-details/5c281439d20184f1,Jan Blachowicz,Aleksandar Rakic,0,0,31,27,0,1,1,0,Light Heavyweight,KO/TKO,3,1:11
UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022",http://www.ufcstats.com/fight-details/2fa88b72973478b6,Ryan Spann,Ion Cutelaba,0,0,4,2,0,3,1,0,Light Heavyweight,"SUB

      

        Guillotine Choke",1,2:22
UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022",http://www.ufcstats.com/fight-details/43543a2c1c7a7135,Davey Grant,Louis Smolka,1,0,81,71,0,0,0,0,Bantamweight,"KO/TKO

      

        Punches",3,0:49
UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022",http://www.ufcstats.com/fight-details/fad150a0288efbd7,Katlyn Cerminara,Amanda Ribas,0,0,63,55,0,3,0,0,Women's Flyweight,S-DEC,3,5:00
UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022",http://www.ufcstats.com/fight-details/e240d6f77747ec46,Manuel Torres,Frank Camacho,1,0,34,16,0,0,0,0,Lightweight,"KO/TKO

      

        Punches",1,3:27
UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022",http://www.ufcstats.com/fight-details/b3248692dfb954b2,Allan Nascimento,Jake Hadley,0,0,19,8,2,0,0,1,Flyweight,U-DEC,3,5:00
UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022",http://www.ufcstats.com/fight-details/7e047b195135ef06,Viviane Araujo,Andrea Lee,0,1,39,47,3,1,2,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022",http://www.ufcstats.com/fight-details/8a1aa64eb1f17913,Michael Johnson,Alan Patrick,1,0,30,22,1,0,0,0,Lightweight,"KO/TKO

      

        Punch",2,3:22
UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022",http://www.ufcstats.com/fight-details/f549164690d723bb,Virna Jandiroba,Angela Hill,0,0,14,21,3,1,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022",http://www.ufcstats.com/fight-details/22f1133d02700bb2,Tatsuro Taira,Carlos Candelario,1,0,57,9,1,2,3,1,Flyweight,U-DEC,3,5:00
UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022",http://www.ufcstats.com/fight-details/afed0bac5ce5a2f3,Andre Petroski,Nick Maximov,0,0,1,4,0,0,1,0,Middleweight,"SUB

      

        Anaconda Choke",1,1:16
UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022",http://www.ufcstats.com/fight-details/1f5f59924b59408b,Mateusz Gamrot,Arman Tsarukyan,0,1,81,95,6,1,0,0,Lightweight,U-DEC,5,5:00
UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022",http://www.ufcstats.com/fight-details/3c98739eb42f96bf,Shavkat Rakhmonov,Neil Magny,0,0,19,11,2,0,1,0,Welterweight,"SUB

      

        Guillotine Choke",2,4:58
UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022",http://www.ufcstats.com/fight-details/c57c8e22a3e8dde2,Josh Parisian,Alan Baudot,0,1,42,49,3,0,0,0,Heavyweight,"KO/TKO

      

        Punches",2,3:04
UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022",http://www.ufcstats.com/fight-details/029a12d36a4687e1,Thiago Moises,Christos Giagos,0,0,3,2,1,0,1,0,Lightweight,"SUB

      

        Rear Naked Choke",1,3:05
UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022",http://www.ufcstats.com/fight-details/28bd070f7ab0a0b9,Umar Nurmagomedov,Nate Maness,0,0,74,2,3,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022",http://www.ufcstats.com/fight-details/3f38100fd8dae286,Chris Curtis,Rodolfo Vieira,0,0,109,86,0,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022",http://www.ufcstats.com/fight-details/28be3fbe5c377380,Carlos Ulberg,Tafon Nchukwi,1,0,15,3,0,0,0,0,Light Heavyweight,"KO/TKO

      

        Punches",1,1:15
UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022",http://www.ufcstats.com/fight-details/21f79cd40513d075,Shayilan Nuerdanbieke,TJ Brown,1,0,47,42,3,1,0,4,Featherweight,U-DEC,3,5:00
UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022",http://www.ufcstats.com/fight-details/a457331c27bce6d5,Sergey Morozov,Raulian Paiva,0,0,68,63,2,1,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022",http://www.ufcstats.com/fight-details/8cc43d79b61efc25,Cody Durden,JP Buys,1,0,23,7,0,0,0,0,Flyweight,"KO/TKO

      

        Punch",1,1:08
UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022",http://www.ufcstats.com/fight-details/24a9fc95a3112f51,Mario Bautista,Brian Kelleher,0,0,6,2,2,0,1,0,Bantamweight,"SUB

      

        Rear Naked Choke",1,2:27
UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022",http://www.ufcstats.com/fight-details/2c73bf152247f25a,Vanessa Demopoulos,Jinh Yu Frey,0,0,66,62,1,0,0,0,Women's Strawweight,S-DEC,3,5:00
UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022",http://www.ufcstats.com/fight-details/7a635063e5f1699b,Alexander Volkov,Jairzinho Rozenstruik,0,0,21,6,0,0,0,0,Heavyweight,"KO/TKO

      

        Punches",1,2:12
UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022",http://www.ufcstats.com/fight-details/aacb47949a572f25,Movsar Evloev,Dan Ige,0,0,68,42,9,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022",http://www.ufcstats.com/fight-details/344d60564cd136ff,Lucas Almeida,Michael Trizano,2,1,75,31,0,0,0,0,Featherweight,"KO/TKO

      

        Punches",3,0:55
UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022",http://www.ufcstats.com/fight-details/3aa49ed298e4c34f,Karine Silva,Poliana Botelho,0,0,17,19,1,0,1,0,Women's Flyweight,"SUB

      

        D'Arce Choke",1,4:55
UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022",http://www.ufcstats.com/fight-details/a679800d2e7c3be2,Ode Osbourne,Zarrukh Adashev,1,0,7,7,0,0,0,0,Flyweight,"KO/TKO

      

        Punch",1,1:01
UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022",http://www.ufcstats.com/fight-details/93969a7368dc2e14,Alonzo Menifield,Askar Mozharov,0,0,19,2,2,0,0,0,Light Heavyweight,"KO/TKO

      

        Elbows",1,4:40
UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022",http://www.ufcstats.com/fight-details/4f2501e804c84abe,Karolina Kowalkiewicz,Felice Herrig,0,0,82,55,0,0,2,0,Women's Strawweight,"SUB

      

        Rear Naked Choke",2,4:01
UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022",http://www.ufcstats.com/fight-details/e5e75d831670b401,Joe Solecki,Alex Da Silva,0,1,33,35,1,0,3,0,Lightweight,M-DEC,3,5:00
UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022",http://www.ufcstats.com/fight-details/04e6198326be4857,Damon Jackson,Dan Argueta,0,0,32,27,2,1,1,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022",http://www.ufcstats.com/fight-details/ed32da52aff68944,Benoit Saint Denis,Niklas Stolze,0,0,8,11,3,0,2,1,Lightweight,"SUB

      

        Rear Naked Choke",2,1:32
UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022",http://www.ufcstats.com/fight-details/43d7d4b67be48553,Tony Gravely,Johnny Munoz,1,0,5,2,0,0,0,0,Bantamweight,"KO/TKO

      

        Punch",1,1:08
UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022",http://www.ufcstats.com/fight-details/7e20b0536fbbd560,Jeff Molina,Zhalgas Zhumagulov,0,0,56,37,0,2,0,0,Flyweight,S-DEC,3,5:00
UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022",http://www.ufcstats.com/fight-details/a09447d185a62251,Rinat Fakhretdinov,Andreas Michailidis,0,0,45,18,5,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022",http://www.ufcstats.com/fight-details/59b2bbb251968ca9,Erin Blanchfield,JJ Aldrich,0,0,48,32,0,2,1,0,Women's Flyweight,"SUB

      

        Guillotine Choke",2,2:38
UFC Fight Night: Font vs. Vera,"April 30, 2022",http://www.ufcstats.com/fight-details/5ae5eb729c6bb169,Marlon Vera,Rob Font,3,0,159,271,0,1,0,0,Bantamweight,U-DEC,5,5:00
UFC Fight Night: Font vs. Vera,"April 30, 2022",http://www.ufcstats.com/fight-details/eb277b5ea2a19124,Andrei Arlovski,Jake Collier,0,0,91,93,0,2,0,0,Heavyweight,S-DEC,3,5:00
UFC Fight Night: Font vs. Vera,"April 30, 2022",http://www.ufcstats.com/fight-details/632c2d4ed12f2bdf,Joanderson Brito,Andre Fili,1,0,14,6,0,0,0,0,Featherweight,"KO/TKO

      

        Punch",1,0:41
UFC Fight Night: Font vs. Vera,"April 30, 2022",http://www.ufcstats.com/fight-details/7c8701bb78cb4de8,Grant Dawson,Jared Gordon,0,0,54,77,7,0,2,0,Lightweight,"SUB

      

        Rear Naked Choke",3,4:11
UFC Fight Night: Font vs. Vera,"April 30, 2022",http://www.ufcstats.com/fight-details/760e3f292b834637,Darren Elkins,Tristan Connelly,0,0,75,66,5,0,1,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Font vs. Vera,"April 30, 2022",http://www.ufcstats.com/fight-details/6b956992204ec040,Krzysztof Jotko,Gerald Meerschaert,0,0,65,37,4,1,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Font vs. Vera,"April 30, 2022",http://www.ufcstats.com/fight-details/d2484d74f819d813,Alexandr Romanov,Chase Sherman,0,0,8,0,3,0,1,0,Heavyweight,"SUB

      

        Keylock",1,2:11
UFC Fight Night: Font vs. Vera,"April 30, 2022",http://www.ufcstats.com/fight-details/7e4b7a70838e5ba4,Francisco Figueiredo,Daniel Lacerda,0,0,5,4,0,1,1,0,Flyweight,"SUB

      

        Kneebar",1,1:18
UFC Fight Night: Font vs. Vera,"April 30, 2022",http://www.ufcstats.com/fight-details/5b731da9e4be4391,Gabe Green,Yohan Lainesse,0,1,48,41,0,2,0,1,Welterweight,"KO/TKO

      

        Punches",2,4:02
UFC Fight Night: Font vs. Vera,"April 30, 2022",http://www.ufcstats.com/fight-details/9217ecc287ac482d,Natan Levy,Mike Breeden,0,0,92,104,9,3,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Font vs. Vera,"April 30, 2022",http://www.ufcstats.com/fight-details/80cf37627a129145,Shanna Young,Gina Mazany,0,0,49,48,0,1,0,0,Women's Flyweight,"KO/TKO

      

        Punches",2,3:11
UFC Fight Night: Lemos vs. Andrade,"April 23, 2022",http://www.ufcstats.com/fight-details/3a3ac7b3987f6799,Jessica Andrade,Amanda Lemos,0,0,3,7,0,0,1,0,Women's Strawweight,"SUB

      

        Arm Triangle",1,3:13
UFC Fight Night: Lemos vs. Andrade,"April 23, 2022",http://www.ufcstats.com/fight-details/6017351e164dbca3,Claudio Puelles,Clay Guida,0,0,1,3,0,0,2,0,Lightweight,"SUB

      

        Kneebar",1,3:01
UFC Fight Night: Lemos vs. Andrade,"April 23, 2022",http://www.ufcstats.com/fight-details/a45d4327bc82bc28,Maycee Barber,Montana De La Rosa,0,0,50,14,1,1,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Lemos vs. Andrade,"April 23, 2022",http://www.ufcstats.com/fight-details/173d576e6247a88a,Charles Jourdain,Lando Vannata,0,0,4,8,0,1,1,0,Featherweight,"SUB

      

        Guillotine Choke",1,2:32
UFC Fight Night: Lemos vs. Andrade,"April 23, 2022",http://www.ufcstats.com/fight-details/992e84bf59837e21,Marc-Andre Barriault,Jordan Wright,0,0,13,12,0,2,1,0,Catch Weight,"SUB

      

        Guillotine Choke",1,2:36
UFC Fight Night: Lemos vs. Andrade,"April 23, 2022",http://www.ufcstats.com/fight-details/9b8a82276f06829f,Sergey Khandozhko,Dwight Grant,2,1,49,42,1,1,0,0,Welterweight,"KO/TKO

      

        Punches",2,4:15
UFC Fight Night: Lemos vs. Andrade,"April 23, 2022",http://www.ufcstats.com/fight-details/e8c57c6259193466,Tyson Pedro,Ike Villanueva,1,0,22,4,0,0,0,0,Light Heavyweight,"KO/TKO

      

        Punches",1,4:55
UFC Fight Night: Lemos vs. Andrade,"April 23, 2022",http://www.ufcstats.com/fight-details/926977ec3ed0ebe1,Aoriqileng,Cameron Else,1,0,37,6,1,0,0,0,Bantamweight,"KO/TKO

      

        Punches",1,2:48
UFC Fight Night: Lemos vs. Andrade,"April 23, 2022",http://www.ufcstats.com/fight-details/e4d946470fd150fe,Preston Parsons,Evan Elder,0,0,75,27,4,0,5,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Lemos vs. Andrade,"April 23, 2022",http://www.ufcstats.com/fight-details/6a4ba72b084193b5,Philipe Lins,Marcin Prachnio,0,0,64,74,4,0,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Lemos vs. Andrade,"April 23, 2022",http://www.ufcstats.com/fight-details/7cf7960c6ccb5fa1,Mike Jackson,Dean Barry,0,1,18,36,0,0,0,0,Welterweight,DQ,1,3:52
UFC 274: Oliveira vs. Gaethje,"May 07, 2022",http://www.ufcstats.com/fight-details/7d4e49d8a6678157,Charles Oliveira,Justin Gaethje,1,1,30,21,0,0,2,0,Lightweight,"SUB

      

        Rear Naked Choke",1,3:22
UFC 274: Oliveira vs. Gaethje,"May 07, 2022",http://www.ufcstats.com/fight-details/9d61012a6020516e,Carla Esparza,Rose Namajunas,0,0,30,37,2,1,0,0,Women's Strawweight,S-DEC,5,5:00
UFC 274: Oliveira vs. Gaethje,"May 07, 2022",http://www.ufcstats.com/fight-details/a2ebb5f86eb64f22,Michael Chandler,Tony Ferguson,1,0,27,20,1,0,0,0,Lightweight,"KO/TKO

      

        Kick",2,0:17
UFC 274: Oliveira vs. Gaethje,"May 07, 2022",http://www.ufcstats.com/fight-details/c020ccbd7cdefb6e,Ovince Saint Preux,Mauricio Rua,0,0,62,54,0,0,0,0,Light Heavyweight,S-DEC,3,5:00
UFC 274: Oliveira vs. Gaethje,"May 07, 2022",http://www.ufcstats.com/fight-details/8390441d93736719,Randy Brown,Khaos Williams,0,1,93,75,0,0,0,0,Welterweight,S-DEC,3,5:00
UFC 274: Oliveira vs. Gaethje,"May 07, 2022",http://www.ufcstats.com/fight-details/6a902b97ac98c283,Francisco Trinaldo,Danny Roberts,0,0,80,36,0,0,1,0,Welterweight,U-DEC,3,5:00
UFC 274: Oliveira vs. Gaethje,"May 07, 2022",http://www.ufcstats.com/fight-details/fc4939b3c9071e66,Macy Chiasson,Norma Dumont,0,0,32,38,6,0,0,0,Women's Featherweight,S-DEC,3,5:00
UFC 274: Oliveira vs. Gaethje,"May 07, 2022",http://www.ufcstats.com/fight-details/80ac36a9dbc4b1a1,Brandon Royval,Matt Schnell,0,1,14,12,0,0,1,0,Flyweight,"SUB

      

        Guillotine Choke",1,2:14
UFC 274: Oliveira vs. Gaethje,"May 07, 2022",http://www.ufcstats.com/fight-details/ff6c8dab41efcc09,Blagoy Ivanov,Marcos Rogerio de Lima,0,0,62,68,0,1,0,0,Heavyweight,U-DEC,3,5:00
UFC 274: Oliveira vs. Gaethje,"May 07, 2022",http://www.ufcstats.com/fight-details/397dd9a8694ef413,Andre Fialho,Cameron VanCamp,1,0,17,19,0,0,0,0,Welterweight,"KO/TKO

      

        Punch",1,2:35
UFC 274: Oliveira vs. Gaethje,"May 07, 2022",http://www.ufcstats.com/fight-details/60d9d50b763adc62,Tracy Cortez,Melissa Gatto,0,0,36,30,2,3,1,1,Women's Flyweight,U-DEC,3,5:00
UFC 274: Oliveira vs. Gaethje,"May 07, 2022",http://www.ufcstats.com/fight-details/8289033e03b4d9a3,CJ Vergara,Kleydson Rodrigues,0,0,71,81,0,2,0,1,Flyweight,S-DEC,3,5:00
UFC 274: Oliveira vs. Gaethje,"May 07, 2022",http://www.ufcstats.com/fight-details/88455c967a7ef6fc,Loopy Godinez,Ariane Carnelossi,0,0,46,9,8,0,2,0,Women's Strawweight,U-DEC,3,5:00
UFC 274: Oliveira vs. Gaethje,"May 07, 2022",http://www.ufcstats.com/fight-details/430309e0f8a315d5,Journey Newson,Fernie Garcia,0,0,57,37,2,0,0,0,Bantamweight,U-DEC,3,5:00
UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022",http://www.ufcstats.com/fight-details/dc0ab34f1952cb48,Alexander Volkanovski,Chan Sung Jung,1,0,138,48,4,0,0,0,Featherweight,"KO/TKO

      

        Punches",4,0:45
UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022",http://www.ufcstats.com/fight-details/9a8964b148cb5923,Aljamain Sterling,Petr Yan,0,0,62,63,2,0,0,0,Bantamweight,S-DEC,5,5:00
UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022",http://www.ufcstats.com/fight-details/394b0347b0438622,Khamzat Chimaev,Gilbert Burns,1,0,108,119,2,0,0,0,Welterweight,U-DEC,3,5:00
UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022",http://www.ufcstats.com/fight-details/d8945e21a63e2451,Mackenzie Dern,Tecia Pennington,0,0,50,76,0,0,3,0,Women's Strawweight,S-DEC,3,5:00
UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022",http://www.ufcstats.com/fight-details/15311d4b33d93004,Mark Madsen,Vinc Pichel,0,0,39,68,3,1,0,0,Lightweight,U-DEC,3,5:00
UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022",http://www.ufcstats.com/fight-details/313b85fe82b2ba80,Ian Machado Garry,Darian Weeks,0,0,74,40,0,1,0,0,Welterweight,U-DEC,3,5:00
UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022",http://www.ufcstats.com/fight-details/7c6ed5b3d830d0cb,Anthony Hernandez,Josh Fremd,0,0,48,31,8,1,3,1,Middleweight,U-DEC,3,5:00
UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022",http://www.ufcstats.com/fight-details/88c6e7f71b79fd65,Raquel Pennington,Aspen Ladd,0,0,114,65,0,2,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022",http://www.ufcstats.com/fight-details/7458a37feabf8788,Mike Malott,Mickey Gall,1,0,28,13,0,1,0,0,Welterweight,"KO/TKO

      

        Punch",1,3:41
UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022",http://www.ufcstats.com/fight-details/278b965694e563b2,Aleksei Oleinik,Jared Vanderaa,0,0,8,15,0,0,1,0,Heavyweight,"SUB

      

        Scarf Hold",1,3:39
UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022",http://www.ufcstats.com/fight-details/9e52a67410f2c879,Piera Rodriguez,Kay Hansen,0,0,50,31,3,2,0,0,Women's Strawweight,U-DEC,3,5:00
UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022",http://www.ufcstats.com/fight-details/313c36ce9bde6cf6,Julio Arce,Daniel Santos,0,0,127,49,0,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Makhachev vs. Green,"February 26, 2022",http://www.ufcstats.com/fight-details/2f4d42e0b9696f71,Islam Makhachev,King Green,0,0,14,9,1,0,0,0,Catch Weight,"KO/TKO

      

        Punches",1,3:23
UFC Fight Night: Makhachev vs. Green,"February 26, 2022",http://www.ufcstats.com/fight-details/01468f766dd7385c,Wellington Turman,Misha Cirkunov,0,0,15,30,0,1,2,1,Middleweight,"SUB

      

        Armbar",2,1:29
UFC Fight Night: Makhachev vs. Green,"February 26, 2022",http://www.ufcstats.com/fight-details/c4eb14c3de579842,Priscila Cachoeira,Ji Yeon Kim,0,0,102,170,1,0,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Makhachev vs. Green,"February 26, 2022",http://www.ufcstats.com/fight-details/8515f07911765f89,Arman Tsarukyan,Joel Alvarez,0,0,36,7,2,0,0,0,Lightweight,"KO/TKO

      

        Punches",2,1:57
UFC Fight Night: Makhachev vs. Green,"February 26, 2022",http://www.ufcstats.com/fight-details/84d633d4a9fbf331,Armen Petrosyan,Gregory Rodrigues,0,0,127,61,0,2,0,2,Middleweight,S-DEC,3,5:00
UFC Fight Night: Makhachev vs. Green,"February 26, 2022",http://www.ufcstats.com/fight-details/61a20ff34b6948ba,Ignacio Bahamondes,Rongzhu,0,0,126,48,0,1,2,0,Lightweight,"SUB

      

        Guillotine Choke",3,1:40
UFC Fight Night: Makhachev vs. Green,"February 26, 2022",http://www.ufcstats.com/fight-details/f087a10a6f2bcc99,Josiane Nunes,Ramona Pascual,2,0,98,52,0,3,0,0,Women's Featherweight,U-DEC,3,5:00
UFC Fight Night: Makhachev vs. Green,"February 26, 2022",http://www.ufcstats.com/fight-details/cb1f27818d46af0e,Terrance McKinney,Fares Ziam,0,0,3,1,0,0,1,0,Lightweight,"SUB

      

        Rear Naked Choke",1,2:11
UFC Fight Night: Makhachev vs. Green,"February 26, 2022",http://www.ufcstats.com/fight-details/901e62b7af57f559,Jonathan Martinez,Alejandro Perez,0,1,74,52,0,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Makhachev vs. Green,"February 26, 2022",http://www.ufcstats.com/fight-details/c5d5fcf290cc029e,Ramiz Brahimaj,Micheal Gillmore,0,0,0,0,1,0,3,0,Welterweight,"SUB

      

        Rear Naked Choke",1,2:02
UFC Fight Night: Makhachev vs. Green,"February 26, 2022",http://www.ufcstats.com/fight-details/181ceedcacc01d48,Carlos Hernandez,Victor Altamirano,0,0,84,79,2,1,0,0,Flyweight,S-DEC,3,5:00
UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022",http://www.ufcstats.com/fight-details/c4e866d9dd606faa,Curtis Blaydes,Chris Daukaus,1,0,30,13,0,0,0,0,Heavyweight,"KO/TKO

      

        Punch",2,0:17
UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022",http://www.ufcstats.com/fight-details/1b650c76387c0f4b,Alexa Grasso,Joanne Wood,0,0,16,34,2,0,1,0,Women's Flyweight,"SUB

      

        Rear Naked Choke",1,3:57
UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022",http://www.ufcstats.com/fight-details/f3c37e23ca30c87d,Bryan Barberena,Matt Brown,0,0,111,81,0,5,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022",http://www.ufcstats.com/fight-details/410e65e4d1782bfc,Kai Kara-France,Askar Askarov,0,0,51,27,0,2,0,2,Flyweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022",http://www.ufcstats.com/fight-details/3f92025b29e06bfd,Neil Magny,Max Griffin,0,1,54,67,1,0,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022",http://www.ufcstats.com/fight-details/f6afaf2a39fa441c,Marc Diakiese,Viacheslav Borshchev,0,0,17,12,11,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022",http://www.ufcstats.com/fight-details/bb31c77bddd1317e,Sara McMann,Karol Rosa,0,0,24,26,4,1,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022",http://www.ufcstats.com/fight-details/d0b7a79d3e7f3362,Chris Gutierrez,Batgerel Danaa,1,0,41,30,0,1,0,0,Bantamweight,"KO/TKO

      

        Spinning Back Fist",2,2:34
UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022",http://www.ufcstats.com/fight-details/6ed495c177d69a3a,Aliaskhab Khizriev,Denis Tiuliulin,0,0,42,31,2,0,1,0,Middleweight,"SUB

      

        Rear Naked Choke",2,1:58
UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022",http://www.ufcstats.com/fight-details/3ecccdab76baa59c,Manon Fiorot,Jennifer Maia,0,0,83,37,2,1,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022",http://www.ufcstats.com/fight-details/82b2b97b85c7225c,Matheus Nicolau,David Dvorak,1,0,36,39,0,0,0,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022",http://www.ufcstats.com/fight-details/97e522591ac7eb29,Luis Saldana,Bruno Souza,0,0,84,66,2,1,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Luque vs. Muhammad,"April 16, 2022",http://www.ufcstats.com/fight-details/6d4b6224f26572f9,Belal Muhammad,Vicente Luque,0,0,60,84,5,0,0,0,Welterweight,U-DEC,5,5:00
UFC Fight Night: Luque vs. Muhammad,"April 16, 2022",http://www.ufcstats.com/fight-details/a0a120c50d93f70a,Caio Borralho,Gadzhi Omargadzhiev,0,0,31,12,1,1,0,0,Middleweight,U-DEC,3,3:56
UFC Fight Night: Luque vs. Muhammad,"April 16, 2022",http://www.ufcstats.com/fight-details/7c5fc3fc7be4a997,Andre Fialho,Miguel Baeza,1,0,32,24,0,0,0,0,Welterweight,"KO/TKO

      

        Punches",1,4:39
UFC Fight Night: Luque vs. Muhammad,"April 16, 2022",http://www.ufcstats.com/fight-details/2e94ee4b9f5fddea,Mayra Bueno Silva,Wu Yanan,0,0,87,62,0,1,2,0,Women's Bantamweight,U-DEC,3,5:00
